user_id,experiment_id,variant,assigned_at,bucketing_method,affected_by_srm_bug,had_posted_pre_test,platform,att_status
exu_34362378557148bf,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,Y,ios,granted
exu_06fada70c39a4a8d,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,Y,ios,granted
exu_44bba1e4062e441b,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,True,ios,granted
exu_d2328a6d5b38405e,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,False,ios,granted
exu_3550c77f7f2f429c,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,false,True,ios,granted
exu_5e02fb7ecb4344ce,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,False,ios,granted
exu_787386855e36498d,reels_density_q2_2026,Control,2026-04-01,server_hash,False,True,ios,granted
exu_c3f4494e9b6c4a64,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,FALSE,False,android,not_applicable
exu_a47e8a525e314830,reels_density_q2_2026, control  ,2026-04-01,server_hash,N,False,ios,granted
exu_708886ca79934b4b,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,True,android,
exu_3667dcd7f8b0469e,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,
exu_a7aafda9daff4de6,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_6677e4c862d1470f,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_74c9b6d2b3694040,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,no,FALSE,android,
exu_a204a619ea454e44,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,True,ios,granted
exu_0b1361043dff4c66,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,not_applicable
exu_838a1037a33e427f,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,True,android,
exu_d426b9b97cd246cf,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,yes,ios,granted
exu_c09e766b5d4f4c77,reels_density_q2_2026,control,2026-04-01,server_hash,0,False,android,
exu_7f2f052f56a74331,reels_density_q2_2026, TREATMENT  ,2026-04-01,server_hash,False,true,ios,granted
exu_e45a9746bcc846d1,reels_density_q2_2026,CONTROL,2026-04-01,session_hash_fallback,TRUE,True,ios,granted
exu_350ff09725444cd0,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,ios,granted
exu_56ee4a659e74455a,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,N,True,ios,granted
exu_b31d3696abf04b41,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,True,android,
exu_916a12d731ae4a4f,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,TRUE,ios,granted
exu_8034b8aaba7241b4,reels_density_q2_2026, Control  ,2026-04-01,server_hash,FALSE,TRUE,android,
exu_d46861c90aa34fd0,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,Y,ios,granted
exu_fa76b65943f74cba,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,False,ios,granted
exu_871ef8956a4941f1,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,0,ios,granted
exu_1d5ca597416645e5,reels_density_q2_2026,Treatment,2026-04-01,server_hash,no,True,android,not_applicable
exu_68a262af89c943e4,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,ios,denied
exu_071608d3616e400d,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,no,ios,granted
exu_5574bfae13a54e92,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,0,ios,granted
exu_0044e00691a24f4e,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,Y,android,
exu_faa1747e9de24999,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,
exu_7825b4aad6344f3b,reels_density_q2_2026, Treatment  ,2026-04-01,server_hash,0,True,android,not_applicable
exu_cfa5eda93877492e,reels_density_q2_2026,Treatment,2026-04-01,server_hash,no,FALSE,android,not_applicable
exu_faed1db689d54bbe,reels_density_q2_2026,treatment,2026-04-01,server_hash,FALSE,TRUE,android,
exu_e966cc1ed38c4096,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,Y,android,
exu_4119795a8fc547b5,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_74363c2efd8c4f11,reels_density_q2_2026,control,2026-04-01,server_hash,False,1,ios,granted
exu_3c9a1bf561624d85,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,ios,granted
exu_e5e2619a2fce461b,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,ios,granted
exu_c4fb6b848e3e41cc,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,android,
exu_cb51ddb870804727,reels_density_q2_2026,Control,2026-04-01,server_hash,0,TRUE,ios,granted
exu_3c001102791e43fd,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_df36a0bab6384f4f,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,ios,granted
exu_7ac0767b6923465b,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,ios,granted
exu_fbe9ee1935e14307,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,not_applicable
exu_e9c6d577d2114bd3,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,ios,denied
exu_e5346fd1d61d4228,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,Y,android,
exu_1fd15f30d426467c,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,android,not_applicable
exu_6ef7a9fd884646c8,reels_density_q2_2026,control,2026-04-01,server_hash,N,true,android,
exu_e174b08f47c5484b,reels_density_q2_2026,control,2026-04-01,server_hash,N,True,ios,denied
exu_b0fd96c657f946e8,reels_density_q2_2026, control  ,2026-04-01,server_hash,False,1,ios,granted
exu_f2030e65d09d4d73,reels_density_q2_2026,Treatment,2026-04-01,server_hash,False,True,ios,granted
exu_fdd295b96ec3483d,reels_density_q2_2026,control,2026-04-01,server_hash,N,False,android,
exu_38507a2cd8cf4d7d,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,True,ios,granted
exu_f4a06960f45a4599,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,false,True,ios,granted
exu_22c68d538ff94aa1,reels_density_q2_2026,Control,2026-04-01,server_hash,False,N,ios,granted
exu_1726ea3909f44c56,reels_density_q2_2026,control,2026-04-01,server_hash,0,True,android,
exu_209c10b16a7c4735,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_2704b85de4574a6f,reels_density_q2_2026, control  ,2026-04-01,server_hash,N,True,ios,granted
exu_3df6a83ca77e4750,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_03608cec264349e9,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,FALSE,TRUE,android,not_applicable
exu_c07d3ca6e1924dbb,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,android,
exu_d4f19142e7ad4b8d,reels_density_q2_2026,control,2026-04-01,server_hash,0,no,ios,granted
exu_67662c3740ec44e5,reels_density_q2_2026,Treatment,2026-04-01,server_hash,False,true,android,
exu_1377db96909842d6,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_9b3ca6311d7a4d49,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,android,not_applicable
exu_c652be50412646a5,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,false,ios,granted
exu_1066269eca8e4b6a,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,False,true,android,
exu_00c6c07c365f4211,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,ios,granted
exu_a29a7ffe883e41e6,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,android,
exu_1c0c0811afff470a,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_e30f2acde3104321,reels_density_q2_2026,control,2026-04-01,server_hash,False,0,ios,granted
exu_081ca6c8f19945f2,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,True,ios,granted
exu_9458d908ae7a4e3f,reels_density_q2_2026,treatment,2026-04-01,session_hash_fallback,True,True,ios,granted
exu_f3fcccd4356b4cb5,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,FALSE,True,ios,granted
exu_11f4cfb002f84b37,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,False,True,android,not_applicable
exu_c430942b91484a21,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,no,ios,granted
exu_cde24d912a6a4a1b,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,False,Y,android,
exu_e01ec3400715426b,reels_density_q2_2026,Treatment,2026-04-01,server_hash,False,True,android,
exu_32b4daacc2f646f1,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,False,android,not_applicable
exu_842bc535dce54863,reels_density_q2_2026,control,2026-04-01,server_hash,0,True,android,
exu_80770a389ea84fa5,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,1,android,
exu_c680b58b23754ad5,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,
exu_77d11770bde04053,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,N,True,ios,granted
exu_74b350b285fd4893,reels_density_q2_2026,Treatment,2026-04-01,server_hash,N,TRUE,ios,granted
exu_378fd325a187451a,reels_density_q2_2026,treatment,2026-04-01,server_hash,FALSE,True,android,
exu_5599ad3094fe4326,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,ios,denied
exu_aee12ac232e24ae1,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,no,android,
exu_301cad978dec43c0,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,True,android,
exu_2abcac035c054b8b,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,android,
exu_cd518a94cd6d48c6,reels_density_q2_2026,control,2026-04-01,server_hash,False,Y,android,
exu_4c68efbb6b9548d9,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,TRUE,ios,granted
exu_85b3b99060384f47,reels_density_q2_2026,control,2026-04-01,server_hash,False,TRUE,ios,granted
exu_2cd35d0ef112427b,reels_density_q2_2026,control,2026-04-01,server_hash,false,N,ios,granted
exu_82c3a2244c4f45c1,reels_density_q2_2026, control  ,2026-04-01,session_hash_fallback,True,False,android,
exu_dcafa9aeff354e76,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,N,True,android,
exu_61f1bea2234a4fcd,reels_density_q2_2026,control,2026-04-01,server_hash,false,0,android,
exu_0ee68ef562eb4a6f,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_ec2d3bc651224ae0,reels_density_q2_2026, control  ,2026-04-01,server_hash,False,N,android,
exu_7485a58cc8b9480b,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,FALSE,False,android,not_applicable
exu_b6135e668d2e4ec6,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,android,
exu_f5e4cdb1e0d643be,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,Y,ios,granted
exu_4182e0952a784055,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,0,True,android,
exu_cb424f2a57f54d51,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,no,android,
exu_c2de6c0d98914461,reels_density_q2_2026,treatment,2026-04-01,session_hash_fallback,True,1,ios,granted
exu_ad62bf06b3dc4f09,reels_density_q2_2026, CONTROL  ,2026-04-01,server_hash,false,Y,ios,granted
exu_6671e93d8d20477d,reels_density_q2_2026,Control,2026-04-01,session_hash_fallback,Y,true,ios,granted
exu_91a8d134507b4727,reels_density_q2_2026,control,2026-04-01,server_hash,no,True,android,
exu_3e1e1710d9e44696,reels_density_q2_2026,Control,2026-04-01,server_hash,0,1,ios,granted
exu_d9b0d95accd843a4,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,0,N,android,not_applicable
exu_86e79f38c1c74e22,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,
exu_6e3e82d484ae4b56,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,1,ios,granted
exu_d3ee2649d4424f42,reels_density_q2_2026,control,2026-04-01,server_hash,False,yes,android,
exu_38daae6f05994561,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,true,android,
exu_65778843387747f7,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,android,
exu_22e1dfc2bc4c44b0,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,not_applicable
exu_8fb931d1edeb473d,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,True,ios,granted
exu_0a20d3f8249d403d,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,false,true,android,
exu_f028e729c4b6405e,reels_density_q2_2026,treatment,2026-04-01,server_hash,FALSE,true,android,
exu_4fde283735c64312,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,android,
exu_e90f2176051f4609,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,
exu_af9dbb716a334706,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,no,ios,granted
exu_a6c3216556fa4a9a,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,true,ios,granted
exu_1c9aa681844a4fa7,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,TRUE,ios,granted
exu_4f77526a47e1477d,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,true,android,not_applicable
exu_5f16d32404454f5e,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,True,ios,granted
exu_9163c600276d4ed3,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,Y,ios,granted
exu_0b23303b08e3458c,reels_density_q2_2026,Control,2026-04-01,server_hash,False,True,ios,granted
exu_500244b022044391,reels_density_q2_2026,Control,2026-04-01,server_hash,no,N,ios,granted
exu_0d3599d187ce409c,reels_density_q2_2026,control,2026-04-01,server_hash,False,1,ios,denied
exu_ae3a87ba770c4c40,reels_density_q2_2026,control,2026-04-01,server_hash,False,1,android,not_applicable
exu_ce691d615df848a6,reels_density_q2_2026,Treatment,2026-04-01,server_hash,N,1,ios,granted
exu_4586e02b115f4328,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,false,ios,denied
exu_d68fcf69c9f04c03,reels_density_q2_2026,control,2026-04-01,server_hash,N,False,ios,granted
exu_33bfa518f8e24d82,reels_density_q2_2026,Treatment,2026-04-01,server_hash,False,yes,ios,granted
exu_41f3128e43c4485a,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,yes,android,
exu_7c4d7cd3cdb64c33,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,
exu_5549f8917f264e1d,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,TRUE,android,
exu_af5bc039f2934790,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,ios,granted
exu_3ed897852ddb4ff3,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,
exu_3f37574ec0cc495a,reels_density_q2_2026, Control  ,2026-04-01,server_hash,no,True,ios,granted
exu_ec94f44dcf364022,reels_density_q2_2026,Treatment,2026-04-01,server_hash,no,True,android,not_applicable
exu_b2880d3378844878,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_3e752b6824174a22,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,0,no,android,
exu_06bb0112f09f4987,reels_density_q2_2026,treatment,2026-04-01,server_hash,FALSE,1,android,
exu_d1e15fd6ebae4834,reels_density_q2_2026,Treatment,2026-04-01,server_hash,FALSE,True,android,
exu_2a6d51d98d2b4d23,reels_density_q2_2026,control,2026-04-01,session_hash_fallback,True,True,ios,granted
exu_de8062fff7a64b29,reels_density_q2_2026,Control,2026-04-01,server_hash,False,True,android,
exu_8dc8226b01d740af,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,False,True,ios,granted
exu_c02355f3f38c4872,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,true,ios,granted
exu_96b114085fdd4c94,reels_density_q2_2026,Treatment,2026-04-01,server_hash,false,FALSE,ios,granted
exu_f8e67e9430cf4e29,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,TRUE,ios,granted
exu_d6d57fbe23c24adb,reels_density_q2_2026,Treatment,2026-04-01,server_hash,false,True,ios,granted
exu_0b80ca7c013f41bd,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,1,ios,granted
exu_2e1ed6170d724935,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,ios,granted
exu_bf46233c189646f2,reels_density_q2_2026,Control,2026-04-01,server_hash,0,True,ios,granted
exu_a5b7a07185924e4c,reels_density_q2_2026, control  ,2026-04-01,server_hash,FALSE,False,android,
exu_9ddbaae146294600,reels_density_q2_2026,control,2026-04-01,server_hash,false,N,android,not_applicable
exu_d0d79520ad504a51,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,False,ios,granted
exu_02700ba1158644ca,reels_density_q2_2026,control,2026-04-01,server_hash,False,TRUE,android,
exu_a45ec3e00d1a476f,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,FALSE,1,ios,granted
exu_e068e33c61b340a9,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,no,android,not_applicable
exu_99b0918a4e1f4985,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,
exu_6ff26197ab5f433b,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,1,ios,granted
exu_e01c9a18f81b41c1,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_740dfd92d8e74877,reels_density_q2_2026,Treatment,2026-04-01,server_hash,False,True,android,not_applicable
exu_40a61e23a2024b5e,reels_density_q2_2026,control,2026-04-01,server_hash,N,True,ios,granted
exu_e7552debd526418c,reels_density_q2_2026,Control,2026-04-01,server_hash,no,true,ios,granted
exu_40236c57bb9c42ec,reels_density_q2_2026,Control,2026-04-01,server_hash,False,True,ios,granted
exu_de23611309854dda,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_5c6154980f00457f,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,android,not_applicable
exu_8eef766288b44d47,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,not_applicable
exu_bf283b62a6d841f7,reels_density_q2_2026,Control,2026-04-01,server_hash,N,false,ios,granted
exu_c695454cac7246e2,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,FALSE,ios,granted
exu_bc1e03e6cc214a71,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,False,ios,granted
exu_17306ce21be244c5,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,True,ios,granted
exu_7de6228a09ac4ec8,reels_density_q2_2026,control,2026-04-01,server_hash,0,False,ios,granted
exu_aa4a721ebc804b98,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,0,True,ios,denied
exu_c2f72e22650b40c1,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,not_applicable
exu_841432aa72c94fdb,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,no,android,
exu_eeae695c4bfb40d1,reels_density_q2_2026,control,2026-04-01,server_hash,false,True,ios,granted
exu_326009a26f834b98,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,android,not_applicable
exu_440919c3ce4749d5,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,ios,granted
exu_776b79cca99a4efe,reels_density_q2_2026,control,2026-04-01,server_hash,no,N,ios,granted
exu_9ba94c31a42e4758,reels_density_q2_2026,control,2026-04-01,server_hash,False,yes,ios,granted
exu_9f7fe880ae534719,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,
exu_e9e30f9f76a04e84,reels_density_q2_2026,control,2026-04-01,server_hash,false,True,ios,granted
exu_8794d9d8f0a847ab,reels_density_q2_2026,control,2026-04-01,server_hash,0,TRUE,ios,granted
exu_3acc804965284e02,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_f180a4f064d64c3b,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,true,android,not_applicable
exu_9d05edbfa8cb4d8e,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,true,ios,granted
exu_4a63d776286e4a1f,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_3745782cccf44b7b,reels_density_q2_2026,Control,2026-04-01,server_hash,N,yes,android,
exu_7d94e81368ba44f5,reels_density_q2_2026,control,2026-04-01,server_hash,N,true,ios,granted
exu_9461f6c6553b4e35,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,True,ios,granted
exu_45062382a60848a3,reels_density_q2_2026,control,2026-04-01,server_hash,False,TRUE,ios,denied
exu_228ddebec86e483d,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,FALSE,False,ios,granted
exu_e74abf4276614c5c,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,yes,android,
exu_bd58689b38fc4b72,reels_density_q2_2026,control,2026-04-01,server_hash,0,FALSE,ios,granted
exu_7d965e99418143e3,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,
exu_acd68a03851c4ec3,reels_density_q2_2026,control,2026-04-01,server_hash,no,TRUE,android,
exu_e1373769c137400c,reels_density_q2_2026,control,2026-04-01,server_hash,no,True,ios,granted
exu_237b6e37514741ab,reels_density_q2_2026,control,2026-04-01,server_hash,false,N,ios,granted
exu_8d6149ae73f84b40,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,ios,granted
exu_5f10347fb45a430e,reels_density_q2_2026,control,2026-04-01,server_hash,no,True,android,
exu_fb734cf53798419b,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,true,android,not_applicable
exu_100cb2d9848e4da2,reels_density_q2_2026, control  ,2026-04-01,server_hash,False,True,ios,denied
exu_bec83c04ab60431f,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,True,android,
exu_60af76695d22487f,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,not_applicable
exu_00698820f7264951,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,not_applicable
exu_18791793e4494887,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,TRUE,ios,granted
exu_4d05cff166544f50,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_12a8f31b53204133,reels_density_q2_2026,CONTROL,2026-04-01,server_hash,FALSE,True,ios,granted
exu_e21375fa162e4e0e,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_6f78f1ca296047d4,reels_density_q2_2026, control  ,2026-04-01,server_hash,0,true,ios,granted
exu_dbadaffe56654fac,reels_density_q2_2026,control,2026-04-01,server_hash,no,True,android,
exu_d328f1a0389e46fe,reels_density_q2_2026,Control,2026-04-01,server_hash,False,True,ios,granted
exu_6478e9dd5850476b,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,True,android,not_applicable
exu_e3e0c1778e8c498c,reels_density_q2_2026,control,2026-04-01,server_hash,false,Y,ios,granted
exu_a21113633ac04cbb,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,True,android,
exu_3a859359582a4858,reels_density_q2_2026,control,2026-04-01,server_hash,N,False,ios,granted
exu_4583bc44e9b44cdb,reels_density_q2_2026,control,2026-04-01,server_hash,False,0,ios,granted
exu_0f2cec81d4b04f61,reels_density_q2_2026,control,2026-04-01,server_hash,False,False,ios,denied
exu_7bd87f183be34c6b,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,false,False,ios,granted
exu_d0d639bef13d4732,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,ios,granted
exu_511678fe67b741e4,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,false,android,
exu_246c9692c740452a,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,false,ios,granted
exu_10c38a8857d14f82,reels_density_q2_2026,control,2026-04-01,server_hash,False,FALSE,android,
exu_043f47c2ef834011,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,0,yes,android,not_applicable
exu_1a6d14ec776449c8,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,false,ios,granted
exu_17c3038f978a4e82,reels_density_q2_2026,Treatment,2026-04-01,server_hash,False,False,android,not_applicable
exu_9e577b60b34141ac,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,False,android,
exu_4817d5837f1646a1,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,False,True,android,not_applicable
exu_a9d88496ef2e4760,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,False,TRUE,ios,granted
exu_9b61c056bb384c5c,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,true,ios,granted
exu_f46ed8e9ee254b61,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,FALSE,true,android,
exu_16def605e1f640eb,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,true,ios,granted
exu_82487dc0cc24407b,reels_density_q2_2026,Control,2026-04-01,server_hash,False,FALSE,android,
exu_98294b37f3f04756,reels_density_q2_2026,control,2026-04-01,server_hash,N,yes,ios,granted
exu_571ce4f2d6e44096,reels_density_q2_2026,Control,2026-04-01,server_hash,no,True,android,
exu_9d5970af8f3942a6,reels_density_q2_2026,treatment,2026-04-01,session_hash_fallback,True,Y,ios,granted
exu_37c3e3c2f7bc4729,reels_density_q2_2026,treatment,2026-04-01,server_hash,0,false,ios,granted
exu_91e3072efa19444c,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,Y,ios,granted
exu_59711c542c524304,reels_density_q2_2026,control,2026-04-01,server_hash,FALSE,False,ios,granted
exu_97161d91386c4d3c,reels_density_q2_2026,control,2026-04-01,server_hash,False,yes,ios,granted
exu_5b3006ec43b848eb,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,0,ios,granted
exu_a24351b2b2784665,reels_density_q2_2026,TREATMENT,2026-04-01,server_hash,0,False,android,
exu_438482b012544c8d,reels_density_q2_2026,control,2026-04-01,server_hash,False,yes,ios,granted
exu_c4ac346e2b6a4e5f,reels_density_q2_2026, treatment  ,2026-04-01,server_hash,0,FALSE,android,not_applicable
exu_27cabfa4bd70462a,reels_density_q2_2026, CONTROL  ,2026-04-01,server_hash,FALSE,true,ios,granted
exu_8ec950cec63b4b13,reels_density_q2_2026,control,2026-04-01,server_hash,False,true,android,not_applicable
exu_7422344df7604c52,reels_density_q2_2026, control  ,2026-04-01,server_hash,0,False,android,
exu_b6cca42755e54ad7,reels_density_q2_2026,control,2026-04-01,server_hash,False,1,ios,granted
exu_397c8e1d72314e80,reels_density_q2_2026, control  ,2026-04-01,server_hash,False,N,ios,granted
exu_9fe1e25df5c34cc3,reels_density_q2_2026,treatment,2026-04-01,session_hash_fallback,True,Y,ios,granted
exu_d6a052704299409b,reels_density_q2_2026,Control,2026-04-01,server_hash,FALSE,yes,ios,granted
exu_1f418f10ce5145f2,reels_density_q2_2026,control,2026-04-01,server_hash,False,yes,android,
exu_c2a4c39c5fcc4c86,reels_density_q2_2026,Control,2026-04-01,server_hash,false,False,ios,granted
exu_5961e85a0abe43d5,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,not_applicable
exu_00be675997c14508,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,ios,granted
exu_d5790839eb4646f7,reels_density_q2_2026,treatment,2026-04-01,server_hash,N,TRUE,ios,granted
exu_54f2f97bcf624e80,reels_density_q2_2026,treatment,2026-04-01,server_hash,false,True,android,not_applicable
exu_2b079dc6e7bc44b5,reels_density_q2_2026,control,2026-04-01,server_hash,False,yes,ios,granted
exu_eedcb222ce014e3b,reels_density_q2_2026,control,2026-04-01,session_hash_fallback,Y,yes,android,
exu_af7ceff5ea2e4a46,reels_density_q2_2026,treatment,2026-04-01,server_hash,no,True,ios,denied
exu_368dd6224444473f,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,True,android,not_applicable
exu_04b50299e4df43a2,reels_density_q2_2026,control,2026-04-01,server_hash,False,True,android,
exu_e18ba3b038344876,reels_density_q2_2026,treatment,2026-04-01,server_hash,False,false,android,not_applicable
